"ensembl_gene_id","description","gene_biotype","gcContent","start_position","end_position","transcript_length","chr","band","gene_name","mirbase_id","geneLength"
"ENSG00000101542","cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]","protein_coding",39.06,61333430,61555779,4040,"18","q21.33","CDH20","",222349
"ENSG00000126216","tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]","protein_coding",42.88,112485011,112588205,3879,"13","q34","TUBGCP3","",103194
"ENSG00000166913","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]","protein_coding",40.39,44885702,44908532,3020,"20","q13.12","YWHAB","",22830
"ENSG00000100106","TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]","protein_coding",54.36,37697048,37776556,10085,"22","q13.1","TRIOBP","",79508
"ENSG00000160209","pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]","protein_coding",57.26,43719094,43762307,2251,"21","q22.3","PDXK","",43213
"ENSG00000180083","WAP four-disulfide core domain 11 [Source:HGNC Symbol;Acc:HGNC:20478]","protein_coding",39.66,45648563,45670270,642,"20","q13.12","WFDC11","",21707
"ENSG00000062598","engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233]","protein_coding",44.15,46366050,46432985,3666,"20","q13.12","ELMO2","",66935
"ENSG00000175354","protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]","protein_coding",42.19,12785478,12929643,2264,"18","p11.21","PTPN2","",144165
"ENSG00000128274","alpha 1,4-galactosyltransferase (P blood group) [Source:HGNC Symbol;Acc:HGNC:18149]","protein_coding",52.39,42692121,42721298,2092,"22","q13.2","A4GALT","",29177
"ENSG00000100304","tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]","protein_coding",58.3,43166622,43187134,3386,"22","q13.2","TTLL12","",20512
"ENSG00000185974","G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]","protein_coding",60.29,113667219,113737736,4233,"13","q34","GRK1","",70517
"ENSG00000139797","ring finger protein 113B [Source:HGNC Symbol;Acc:HGNC:17267]","protein_coding",54.88,98175785,98177269,1380,"13","q32.2","RNF113B","",1484
"ENSG00000160213","cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]","protein_coding",53.64,43772511,43776330,1855,"21","q22.3","CSTB","",3819
"ENSG00000152193","ORC ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:20308]","protein_coding",38.5,78614289,78659155,3507,"13","q31.1","OBI1","",44866
"ENSG00000160214","ribosomal RNA processing 1 [Source:HGNC Symbol;Acc:HGNC:18785]","protein_coding",57.27,43789513,43805293,588,"21","q22.3","RRP1","",15780
"ENSG00000128165","adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]","protein_coding",63.62,50481543,50486440,4276,"22","q13.33","ADM2","",4897
"ENSG00000197889","meiosis/spermiogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:23429]","protein_coding",43.25,14959388,14988050,458,"10","p13","MEIG1","",28662
"ENSG00000150403","transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]","protein_coding",48.37,113491021,113554590,3058,"13","q34","TMCO3","",63569
"ENSG00000183172","single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]","protein_coding",48.41,42079691,42084284,591,"22","q13.2","SMDT1","",4593
"ENSG00000085415","SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]","protein_coding",43.55,12947133,12987536,787,"18","p11.21","SEH1L","",40403
"ENSG00000186654","proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]","protein_coding",56.73,44668547,44737681,905,"22","q13.31","PRR5","",69134
"ENSG00000151655","inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]","protein_coding",43.41,7703316,7749520,3146,"10","p14","ITIH2","",46204
"ENSG00000126218","coagulation factor X [Source:HGNC Symbol;Acc:HGNC:3528]","protein_coding",48.54,113122799,113149529,1450,"13","q34","F10","",26730
"ENSG00000160216","1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326]","protein_coding",51.65,43865223,43987592,6565,"21","q22.3","AGPAT3","",122369
"ENSG00000179399","glypican 5 [Source:HGNC Symbol;Acc:HGNC:4453]","protein_coding",35.84,91398621,92873682,2943,"13","q31.3","GPC5","",1475061
"ENSG00000074695","lectin, mannose binding 1 [Source:HGNC Symbol;Acc:HGNC:6631]","protein_coding",36.9,59327823,59359265,4824,"18","q21.32","LMAN1","",31442
"ENSG00000122042","ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504]","protein_coding",36.4,29764371,29850617,4317,"13","q12.3","UBL3","",86246
"ENSG00000126217","MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]","protein_coding",54.36,112894378,113099742,3648,"13","q34","MCF2L","",205364
"ENSG00000186496","zinc finger protein 396 [Source:HGNC Symbol;Acc:HGNC:18824]","protein_coding",42.67,35366694,35377337,2788,"18","q12.2","ZNF396","",10643
"ENSG00000101040","zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]","protein_coding",46.13,47209214,47356889,5362,"20","q13.12","ZMYND8","",147675
"ENSG00000160218","trafficking protein particle complex 10 [Source:HGNC Symbol;Acc:HGNC:11868]","protein_coding",46.02,44012309,44106552,6986,"21","q22.3","TRAPPC10","",94243
"ENSG00000170525","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]","protein_coding",50.91,6144934,6254644,4157,"10","p15.1","PFKFB3","",109710
"ENSG00000081913","PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]","protein_coding",39.46,62715541,62980433,6299,"18","q21.33","PHLPP1","",264892
"ENSG00000100150","DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]","protein_coding",45.28,31753867,31908033,5197,"22","q12.2","DEPDC5","",154166
"ENSG00000071991","cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]","protein_coding",32.3,66501083,66604138,6297,"18","q22.1","CDH19","",103055
"ENSG00000131831","retinoic acid induced 2 [Source:HGNC Symbol;Acc:HGNC:9835]","protein_coding",45.61,17800049,17861337,2037,"X","p22.13","RAI2","",61288
"ENSG00000047230","CTP synthase 2 [Source:HGNC Symbol;Acc:HGNC:2520]","protein_coding",43.51,16587999,16712936,3953,"X","p22.2","CTPS2","",124937
"ENSG00000241945","PWP2 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]","protein_coding",56.89,44107373,44131181,604,"21","q22.3","PWP2","",23808
"ENSG00000226742","heat shock factor binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:37243]","protein_coding",50.46,79964582,79970822,689,"18","q23","HSBP1L1","",6240
"ENSG00000157540","dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091]","protein_coding",39.17,37365573,37526358,2153,"21","q22.13","DYRK1A","",160785
"ENSG00000141469","solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]","protein_coding",43.44,45687025,45752520,1017,"18","q12.3","SLC14A1","",65495
"ENSG00000131828","pyruvate dehydrogenase E1 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]","protein_coding",44.44,19343893,19361718,731,"X","p22.12","PDHA1","",17825
"ENSG00000185989","RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]","protein_coding",56.73,113977783,114132623,4203,"13","q34","RASA3","",154840
"ENSG00000173674","eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]","protein_coding",38.56,20124525,20141838,4414,"X","p22.12","EIF1AX","",17313
"ENSG00000169840","GS homeobox 1 [Source:HGNC Symbol;Acc:HGNC:20374]","protein_coding",64.26,27792483,27794768,1823,"13","q12.2","GSX1","",2285
"ENSG00000152213","ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046]","protein_coding",46.76,49628507,49633872,3552,"13","q14.2","ARL11","",5365
"ENSG00000183098","glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]","protein_coding",37.14,93226807,94408020,7121,"13","q31.3","GPC6","",1181213
"ENSG00000107537","phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]","protein_coding",46.07,13277796,13302412,1732,"10","p13","PHYH","",24616
"ENSG00000169906","S100 calcium binding protein G [Source:HGNC Symbol;Acc:HGNC:1436]","protein_coding",42.32,16650158,16654670,455,"X","p22.2","S100G","",4512
"ENSG00000139842","cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]","protein_coding",45.97,113208193,113267108,5666,"13","q34","CUL4A","",58915
"ENSG00000101940","WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]","protein_coding",51.72,48590042,48608869,437,"X","p11.23","WDR13","",18827
"ENSG00000132199","enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]","protein_coding",46.09,670318,712662,6340,"18","p11.32","ENOSF1","",42344
"ENSG00000134453","RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]","protein_coding",41.2,6089034,6117457,3275,"10","p15.1","RBM17","",28423
"ENSG00000189186","DDB1 and CUL4 associated factor 8 like 2 [Source:HGNC Symbol;Acc:HGNC:31811]","protein_coding",35.74,27590382,27748821,544,"X","p21.3","DCAF8L2","",158439
"ENSG00000187516","H2A.P histone [Source:HGNC Symbol;Acc:HGNC:18417]","protein_coding",47.95,37990779,37991314,536,"X","p11.4","H2AP","",535
"ENSG00000102218","RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]","protein_coding",39.26,46837043,46882358,3700,"X","p11.3","RP2","",45315
"ENSG00000165168","cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]","protein_coding",37.33,37780059,37813461,4276,"X","p21.1","CYBB","",33402
"ENSG00000165609","nudix hydrolase 5 [Source:HGNC Symbol;Acc:HGNC:8052]","protein_coding",44.24,12165330,12196144,3195,"10","p14","NUDT5","",30814
"ENSG00000141956","PR/SET domain 15 [Source:HGNC Symbol;Acc:HGNC:13999]","protein_coding",51.21,41798225,41879482,2283,"21","q22.3","PRDM15","",81257
"ENSG00000012174","membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]","protein_coding",38.5,21839617,21885423,1862,"X","p22.12","MBTPS2","",45806
"ENSG00000169297","nuclear receptor subfamily 0 group B member 1 [Source:HGNC Symbol;Acc:HGNC:7960]","protein_coding",45.63,30304206,30309390,1813,"X","p21.2","NR0B1","",5184
"ENSG00000102100","solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022]","protein_coding",52.04,48903180,48911958,2046,"X","p11.23","SLC35A2","",8778
"ENSG00000198542","integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]","protein_coding",36.42,101452593,101720856,2436,"13","q33.1","ITGBL1","",268263
"ENSG00000151468","coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]","protein_coding",43.73,12896625,13099652,2747,"10","p13","CCDC3","",203027
"ENSG00000165623","upper zone of growth plate and cartilage matrix associated [Source:HGNC Symbol;Acc:HGNC:25205]","protein_coding",49.06,13221766,13234374,870,"10","p13","UCMA","",12608
"ENSG00000151657","Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]","protein_coding",39.94,7750962,7787993,6360,"10","p14","KIN","",37031
"ENSG00000123179","EBP like [Source:HGNC Symbol;Acc:HGNC:18061]","protein_coding",45.54,49660674,49691486,810,"13","q14.2","EBPL","",30812
"ENSG00000102539","motilin receptor [Source:HGNC Symbol;Acc:HGNC:4495]","protein_coding",60.29,49220338,49222377,1239,"13","q14.2","MLNR","",2039
"ENSG00000206026","small integral membrane protein 21 [Source:HGNC Symbol;Acc:HGNC:27598]","protein_coding",41.68,75409476,75427703,1834,"18","q23","SMIM21","",18227
"ENSG00000122025","fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765]","protein_coding",43.22,28003274,28100592,3826,"13","q12.2","FLT3","",97318
"ENSG00000148429","USP6 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16858]","protein_coding",38.22,11453946,11611754,11377,"10","p14","USP6NL","",157808
"ENSG00000101544","ADNP homeobox 2 [Source:HGNC Symbol;Acc:HGNC:23803]","protein_coding",41.68,80109262,80147523,5157,"18","q23","ADNP2","",38261
"ENSG00000141428","chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]","protein_coding",41.17,35972625,35979286,985,"18","q12.2","C18orf21","",6661
"ENSG00000134461","ankyrin repeat domain 16 [Source:HGNC Symbol;Acc:HGNC:23471]","protein_coding",46.86,5861616,5889906,2734,"10","p15.1","ANKRD16","",28290
"ENSG00000134884","arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]","protein_coding",37.63,106541673,106568137,3363,"13","q33.3","ARGLU1","",26464
"ENSG00000182798","MAGE family member B17 [Source:HGNC Symbol;Acc:HGNC:17418]","protein_coding",57.53,16167481,16171464,1434,"X","p22.2","MAGEB17","",3983
"ENSG00000152767","FERM, ARH/RhoGEF and pleckstrin domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3591]","protein_coding",44.52,98142562,98455176,4926,"13","q32.2","FARP1","",312614
"ENSG00000102104","retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457]","protein_coding",47.9,18639688,18672108,3031,"X","p22.13","RS1","",32420
"ENSG00000134504","potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]","protein_coding",42.61,26454910,26657401,1747,"18","q11.2","KCTD1","",202491
"ENSG00000151461","UPF2 regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]","protein_coding",40.23,11920022,12043170,5569,"10","p14","UPF2","",123148
"ENSG00000174010","kelch like family member 15 [Source:HGNC Symbol;Acc:HGNC:29347]","protein_coding",41.85,23983720,24027186,6272,"X","p22.11","KLHL15","",43466
"ENSG00000189132","family with sequence similarity 47 member B [Source:HGNC Symbol;Acc:HGNC:26659]","protein_coding",53.49,34942796,34944915,2120,"X","p21.1","FAM47B","",2119
"ENSG00000102098","Scm polycomb group protein like 2 [Source:HGNC Symbol;Acc:HGNC:10581]","protein_coding",39.56,18239313,18354688,4162,"X","p22.13","SCML2","",115375
"ENSG00000141424","solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]","protein_coding",39.44,36108531,36129385,3566,"18","q12.2","SLC39A6","",20854
"ENSG00000264580","microRNA 5692b [Source:HGNC Symbol;Acc:HGNC:43535]","miRNA",34.48,42950928,42951014,87,"21","q22.3","MIR5692B","hsa-mir-5692b",86
"ENSG00000160199","PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022]","protein_coding",46.99,42974510,43033931,5180,"21","q22.3","PKNOX1","",59421
"ENSG00000169891","RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]","protein_coding",40.94,16946658,17153272,7978,"X","p22.2","REPS2","",206614
"ENSG00000134470","interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]","protein_coding",48.47,5943639,5978187,659,"10","p15.1","IL15RA","",34548
"ENSG00000198081","zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]","protein_coding",49,5289019,5297053,3528,"18","p11.31","ZBTB14","",8034
"ENSG00000166573","galanin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4132]","protein_coding",44.37,77249848,77277900,10749,"18","q23","GALR1","",28052
"ENSG00000160200","cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]","protein_coding",59.18,43053191,43076943,2656,"21","q22.3","CBS","",23752
"ENSG00000102109","proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:HGNC:17301]","protein_coding",55.39,48831096,48835610,1025,"X","p11.23","PCSK1N","",4514
"ENSG00000158526","TSR2 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25455]","protein_coding",49,54440404,54448032,4076,"X","p11.22","TSR2","",7628
"ENSG00000130741","eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]","protein_coding",41.35,24054946,24078810,3457,"X","p22.11","EIF2S3","",23864
"ENSG00000198795","zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]","protein_coding",38.07,25061924,25352190,4887,"18","q11.2","ZNF521","",290266
"ENSG00000183690","EF-hand domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26233]","protein_coding",39.92,44147872,44343672,1484,"X","p11.3","EFHC2","",195800
"ENSG00000179813","family with sequence similarity 216 member B [Source:HGNC Symbol;Acc:HGNC:26883]","protein_coding",37.45,42781550,42791549,3274,"13","q14.11","FAM216B","",9999
"ENSG00000180182","mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]","protein_coding",38.86,40648305,40735858,7996,"X","p11.4","MED14","",87553
"ENSG00000221887","histocompatibility minor serpin domain containing [Source:HGNC Symbol;Acc:HGNC:23037]","protein_coding",41.51,63949301,63981774,2102,"18","q22.1","HMSD","",32473
"ENSG00000120659","TNF superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:11926]","protein_coding",41.03,42562736,42608013,1520,"13","q14.11","TNFSF11","",45277
"ENSG00000154059","impact RWD domain protein [Source:HGNC Symbol;Acc:HGNC:20387]","protein_coding",38.32,24426634,24453531,3734,"18","q11.2","IMPACT","",26897
"ENSG00000198033","tubulin alpha 3c [Source:HGNC Symbol;Acc:HGNC:12408]","protein_coding",51,19173772,19181824,1521,"13","q12.11","TUBA3C","",8052
"ENSG00000141668","cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]","protein_coding",38.33,72536680,72638521,2406,"18","q22.3","CBLN2","",101841
"ENSG00000152455","suppressor of variegation 3-9 homolog 2 [Source:HGNC Symbol;Acc:HGNC:17287]","protein_coding",39.96,14878820,14904315,2959,"10","p13","SUV39H2","",25495
"ENSG00000263978","microRNA 4499 [Source:HGNC Symbol;Acc:HGNC:41739]","miRNA",42.03,20433778,20433846,69,"13","q12.11","MIR4499","hsa-mir-4499",68
"ENSG00000147119","carbohydrate sulfotransferase 7 [Source:HGNC Symbol;Acc:HGNC:13817]","protein_coding",44.77,46573765,46598496,2396,"X","p11.3","CHST7","",24731
"ENSG00000252695","microRNA 2276 [Source:HGNC Symbol;Acc:HGNC:37313]","miRNA",57.3,24162416,24162504,89,"13","q12.12","MIR2276","hsa-mir-2276",88
"ENSG00000211491","microRNA 320d-1 [Source:HGNC Symbol;Acc:HGNC:35386]","miRNA",47.92,40727828,40727875,48,"13","q14.11","MIR320D1","",47
"ENSG00000207652","microRNA 621 [Source:HGNC Symbol;Acc:HGNC:32877]","miRNA",55.21,40810766,40810861,96,"13","q14.11","MIR621","hsa-mir-621",95
"ENSG00000273820","ubiquitin specific peptidase 27 X-linked [Source:HGNC Symbol;Acc:HGNC:13486]","protein_coding",51.22,49879484,49882558,3075,"X","p11.23","USP27X","",3074
"ENSG00000264171","microRNA 4305 [Source:HGNC Symbol;Acc:HGNC:38301]","miRNA",44.12,39664034,39664135,102,"13","q14.11","MIR4305","hsa-mir-4305",101
"ENSG00000276319","microRNA 8079 [Source:HGNC Symbol;Acc:HGNC:50021]","miRNA",61.11,44196129,44196200,72,"13","q14.11","MIR8079","hsa-mir-8079",71
"ENSG00000171365","chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]","protein_coding",39.57,49922596,50099235,10108,"X","p11.23","CLCN5","",176639
"ENSG00000211579","microRNA 759 [Source:HGNC Symbol;Acc:HGNC:37307]","miRNA",29.67,52810050,52810140,91,"13","q14.3","MIR759","hsa-mir-759",90
"ENSG00000264387","microRNA 5007 [Source:HGNC Symbol;Acc:HGNC:43468]","miRNA",34.74,55174454,55174548,95,"13","q21.1","MIR5007","hsa-mir-5007",94
"ENSG00000266663","microRNA 3169 [Source:HGNC Symbol;Acc:HGNC:38380]","miRNA",40.96,61199798,61199880,83,"13","q21.2","MIR3169","hsa-mir-3169",82
"ENSG00000263561","microRNA 4704 [Source:HGNC Symbol;Acc:HGNC:41602]","miRNA",41.33,66218250,66218324,75,"13","q21.32","MIR4704","hsa-mir-4704",74
"ENSG00000263581","microRNA 548x-2 [Source:HGNC Symbol;Acc:HGNC:41734]","miRNA",34,65966330,65966429,100,"13","q21.32","MIR548X2","hsa-mir-548x-2",99
"ENSG00000283126","microRNA 1297 [Source:HGNC Symbol;Acc:HGNC:35289]","miRNA",32.47,54311972,54312048,77,"13","q14.3","MIR1297","hsa-mir-1297",76
"ENSG00000266325","microRNA 3665 [Source:HGNC Symbol;Acc:HGNC:38939]","miRNA",77.14,77698012,77698116,105,"13","q22.3","MIR3665","hsa-mir-3665",104
"ENSG00000266052","microRNA 4500 [Source:HGNC Symbol;Acc:HGNC:41853]","miRNA",42.11,87618665,87618740,76,"13","q31.2","MIR4500","hsa-mir-4500",75
"ENSG00000263741","microRNA 548as [Source:HGNC Symbol;Acc:HGNC:43550]","miRNA",34.48,92490163,92490220,58,"13","q31.3","MIR548AS","hsa-mir-548as",57
"ENSG00000176244","acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:HGNC:17715]","protein_coding",45.19,15075475,15088776,3370,"10","p13","ACBD7","",13301
"ENSG00000284536","microRNA 17 [Source:HGNC Symbol;Acc:HGNC:31547]","miRNA",42.86,91350605,91350688,84,"13","q31.3","MIR17","hsa-mir-17",83
"ENSG00000283815","microRNA 18a [Source:HGNC Symbol;Acc:HGNC:31548]","miRNA",45.07,91350751,91350821,71,"13","q31.3","MIR18A","hsa-mir-18a",70
"ENSG00000284204","microRNA 19a [Source:HGNC Symbol;Acc:HGNC:31574]","miRNA",42.68,91350891,91350972,82,"13","q31.3","MIR19A","hsa-mir-19a",81
"ENSG00000283762","microRNA 20a [Source:HGNC Symbol;Acc:HGNC:31577]","miRNA",38.03,91351065,91351135,71,"13","q31.3","MIR20A","hsa-mir-20a",70
"ENSG00000284375","microRNA 19b-1 [Source:HGNC Symbol;Acc:HGNC:31575]","miRNA",43.68,91351192,91351278,87,"13","q31.3","MIR19B1","hsa-mir-19b-1",86
"ENSG00000283705","microRNA 92a-1 [Source:HGNC Symbol;Acc:HGNC:31643]","miRNA",48.72,91351314,91351391,78,"13","q31.3","MIR92A1","hsa-mir-92a-1",77
"ENSG00000283487","microRNA 4501 [Source:HGNC Symbol;Acc:HGNC:41650]","miRNA",37.5,96427229,96427292,64,"13","q32.1","MIR4501","hsa-mir-4501",63
"ENSG00000283783","microRNA 622 [Source:HGNC Symbol;Acc:HGNC:32878]","miRNA",52.08,90231182,90231277,96,"13","q31.3","MIR622","hsa-mir-622",95
"ENSG00000263399","microRNA 3170 [Source:HGNC Symbol;Acc:HGNC:38282]","miRNA",49.35,98208524,98208600,77,"13","q32.2","MIR3170","hsa-mir-3170",76
"ENSG00000265164","microRNA 2681 [Source:HGNC Symbol;Acc:HGNC:41532]","miRNA",45.71,101967642,101967746,105,"13","q33.1","MIR2681","hsa-mir-2681",104
"ENSG00000264482","microRNA 4705 [Source:HGNC Symbol;Acc:HGNC:41567]","miRNA",38.03,102045934,102046004,71,"13","q33.1","MIR4705","hsa-mir-4705",70
"ENSG00000152464","ribonuclease P/MRP subunit p38 [Source:HGNC Symbol;Acc:HGNC:30329]","protein_coding",43.41,15097180,15139818,1296,"10","p13","RPP38","",42638
"ENSG00000207719","microRNA 623 [Source:HGNC Symbol;Acc:HGNC:32879]","miRNA",52.04,99356131,99356228,98,"13","q32.3","MIR623","hsa-mir-623",97
"ENSG00000221650","microRNA 1267 [Source:HGNC Symbol;Acc:HGNC:35335]","miRNA",44.87,107531171,107531248,78,"13","q33.3","MIR1267","hsa-mir-1267",77
"ENSG00000265450","microRNA 4502 [Source:HGNC Symbol;Acc:HGNC:41534]","miRNA",49.38,114273828,114273908,81,"13","q34","MIR4502","hsa-mir-4502",80
"ENSG00000263615","microRNA 4306 [Source:HGNC Symbol;Acc:HGNC:38350]","miRNA",49.45,99643059,99643149,91,"13","q32.3","MIR4306","hsa-mir-4306",90
"ENSG00000276765","microRNA 8073 [Source:HGNC Symbol;Acc:HGNC:50131]","miRNA",52.78,110340958,110341029,72,"13","q34","MIR8073","hsa-mir-8073",71
"ENSG00000277942","microRNA 8075 [Source:HGNC Symbol;Acc:HGNC:50172]","miRNA",56.25,113262920,113262999,80,"13","q34","MIR8075","hsa-mir-8075",79
"ENSG00000264539","microRNA 548ar [Source:HGNC Symbol;Acc:HGNC:43455]","miRNA",33.33,114244505,114244561,57,"13","q34","MIR548AR","hsa-mir-548ar",56
"ENSG00000160202","crystallin alpha A [Source:HGNC Symbol;Acc:HGNC:2388]","protein_coding",63.16,43169008,43172805,1139,"21","q22.3","CRYAA","",3797
"ENSG00000134438","retina and anterior neural fold homeobox [Source:HGNC Symbol;Acc:HGNC:18662]","protein_coding",55.88,59267035,59274086,2935,"18","q21.32","RAX","",7051
"ENSG00000123243","inter-alpha-trypsin inhibitor heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:21449]","protein_coding",43.72,7559270,7666998,6716,"10","p14","ITIH5","",107728
"ENSG00000166960","coiled-coil domain containing 178 [Source:HGNC Symbol;Acc:HGNC:29588]","protein_coding",34.9,32937402,33441101,876,"18","q12.1","CCDC178","",503699
"ENSG00000160201","U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]","protein_coding",43.62,43092956,43107570,1676,"21","q22.3","U2AF1","",14614
"ENSG00000184735","DEAD-box helicase 53 [Source:HGNC Symbol;Acc:HGNC:20083]","protein_coding",38.21,22999960,23003589,3630,"X","p22.11","DDX53","",3629
"ENSG00000136156","integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]","protein_coding",37.65,48232612,48270357,1422,"13","q14.2","ITM2B","",37745
"ENSG00000102225","cyclin dependent kinase 16 [Source:HGNC Symbol;Acc:HGNC:8749]","protein_coding",54.42,47217860,47229997,562,"X","p11.3","CDK16","",12137
"ENSG00000264006","aldo-keto reductase family 1 member C8, pseudogene [Source:HGNC Symbol;Acc:HGNC:23469]","protein_coding",38.45,5154140,5185187,981,"10","p15.1","AKR1C8P","",31047
"ENSG00000204977","tripartite motif containing 13 [Source:HGNC Symbol;Acc:HGNC:9976]","protein_coding",41.26,49995888,50020481,692,"13","q14.2","TRIM13","",24593
"ENSG00000151474","FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]","protein_coding",43.78,13643706,14462142,6861,"10","p13","FRMD4A","",818436
"ENSG00000264864","microRNA 3613 [Source:HGNC Symbol;Acc:HGNC:38964]","miRNA",35.63,49996415,49996501,87,"13","q14.2","MIR3613","hsa-mir-3613",86
"ENSG00000198553","potassium channel regulator [Source:HGNC Symbol;Acc:HGNC:18893]","protein_coding",37.59,50015254,50020922,1623,"13","q14.2","KCNRG","",5668
"ENSG00000208006","microRNA 16-1 [Source:HGNC Symbol;Acc:HGNC:31545]","miRNA",40.45,50048973,50049061,89,"13","q14.2","MIR16-1","hsa-mir-16-1",88
"ENSG00000283785","microRNA 15a [Source:HGNC Symbol;Acc:HGNC:31543]","miRNA",42.17,50049119,50049201,83,"13","q14.2","MIR15A","hsa-mir-15a",82
